,Query,Cosine Similarity
5268,toothache relief,0.19675982
5269,in early pregnancy,0.19675767
5270,outer ear infection,0.19675718
5271,unblock sinuses,0.19674711
5272,diabetes in children,0.19672972
5273,pica disorder,0.19671041
5274,juvenile diabetes,0.19668803
5275,queezy,0.19668677
5276,treatment for shingles,0.19668204
5277,how long does a virus last,0.19668014
5278,in urine,0.19665222
5279,playing doctor,0.19662517
5280,nhs online,0.19662012
5281,b12 deficiency,0.19659251
5282,asymptomatic,0.19658878
5283,hca healthcare,0.19657677
5284,c diff treatment,0.19657223
5285,hives from stress,0.19656292
5286,obstetrician,0.19655313
5287,health products,0.19654532
5288,health care plan,0.19654328
5289,the gum,0.19654192
5290,pressure sores,0.19653946
5291,covid update,0.19652677
5292,acute stress,0.19647157
5293,exercise bulimia,0.19647086
5294,hippocrates health institute,0.19645207
5295,snorting xanax,0.196452
5296,headache symptoms,0.19645059
5297,compassionate care,0.19642384
5298,ge healthcare,0.19640668
5299,stills disease,0.19637789
5300,type 3 diabetes,0.19635238
5301,capsaicin cream,0.19630799
5302,nursing research,0.19628927
5303,candida treatment,0.19627275
5304,bipolar disorders,0.19625993
5305,stress reliever,0.19625682
5306,alliance healthcare,0.19623674
5307,rash under breast,0.1962239
5308,anxiety attack,0.19621657
5309,tooth abscess,0.19621521
5310,sudden dizziness,0.19621316
5311,gastroparesis,0.19620982
5312,homeopathy,0.1961975
5313,sore throat remedies,0.1961648
5314,cold sore remedies,0.19614314
5315,bloody poop,0.19614178
5316,hpv vaccine side effects,0.1960966
5317,wheat allergies,0.1960962
5318,signs of a chest infection,0.19602764
5319,nhs scotland,0.19599015
5320,knee swelling,0.1959881
5321,rashes in children,0.19598408
5322,sore in mouth,0.19597961
5323,natural health magazine,0.19592945
5324,benadryl cream,0.19592315
5325,foot in mouth disease,0.19592036
5326,doctor who a christmas carol,0.19591124
5327,hiv transmission,0.19582997
5328,diabetes supplies,0.19580849
5329,a pregnancy test,0.19578384
5330,abdomen,0.19576758
5331,croup,0.19575904
5332,surbiton health centre,0.19574514
5333,diabetics,0.19573322
5334,chills,0.19573233
5335,stomach,0.1957113
5336,signs of mental illness,0.1957111
5337,gastrointestinal system,0.19569504
5338,nursing shortage,0.19566561
5339,insulin pump,0.19562252
5340,candida symptoms,0.19558138
5341,lupus symptoms,0.19556087
5342,bed sores,0.19554445
5343,numb,0.19552898
5344,schizophrenia treatment,0.19551516
5345,symptoms of strep throat,0.19550915
5346,fibromyalgia trigger points,0.19548935
5347,prime healthcare,0.19544078
5348,respiratory system functions,0.19542557
5349,what is hepatitis,0.19540463
5350,analgesia,0.19539684
5351,chronic fatigue,0.19539386
5352,bloody vaginal discharge,0.19537435
5353,grass pollen allergy,0.19532712
5354,calamine,0.19532031
5355,cramp,0.19528127
5356,travel nursing jobs,0.19525936
5357,the treatment,0.19523996
5358,ischemic bowel,0.19520123
5359,mouth sores pictures,0.19518974
5360,medical devices,0.19518022
5361,chop chemotherapy,0.19516832
5362,referred pain,0.19513156
5363,stop smoking aids,0.19512671
5364,st vincent hospital,0.19511448
5365,headache and dizziness,0.19510211
5366,herpes in men,0.1950541
5367,how do antibiotics work,0.19504413
5368,what is health,0.19498104
5369,prostate infection,0.19497903
5370,oral cancer pictures,0.19497108
5371,prescription medication,0.19496343
5372,aspirin and paracetamol,0.19490534
5373,ibuprofen 800,0.1948874
5374,nursing interventions,0.19484988
5375,dr mercola,0.19482969
5376,your stomach,0.19470428
5377,synovial sarcoma,0.19469447
5378,high pollen count,0.19467482
5379,symptoms of croup,0.19464044
5380,smith medical,0.19463563
5381,psoas abscess,0.19461815
5382,nursing covers,0.19460791
5383,male depression,0.19460645
5384,best mouthwash,0.19457024
5385,extreme fatigue,0.19453388
5386,health care bill summary,0.19451576
5387,home remedies for herpes,0.19451493
5388,rash on hands,0.19449607
5389,burps,0.19447938
5390,thrush in infants,0.19444486
5391,cesarean,0.194432
5392,nhs temperature,0.19442914
5393,b6 deficiency,0.19441971
5394,harvard medical,0.19440907
5395,dr joseph mercola,0.19440836
5396,natural remedies,0.19440171
5397,diseases of the eye,0.19439743
5398,symptoms of strep,0.19437034
5399,dizzyness,0.19435224
5400,bulbous nose,0.19432038
5401,runny nose meaning,0.19431107
5402,clozapine,0.19430366
5403,can dogs get hayfever,0.19428152
5404,stomach tumor,0.19427961
5405,methodist hospital,0.19427462
5406,hormonal headache,0.19426782
5407,drooping eyelid,0.19423302
5408,sty treatment,0.19420274
5409,symptoms of hepatitis a,0.19419236
5410,abbott diagnostics,0.19417006
5411,cramping,0.19413537
5412,nursing shirts,0.19412811
5413,alcoholic cirrhosis,0.19406134
5414,prescription drugs,0.19401735
5415,kidney disease,0.19401604
5416,honey for acne,0.19399951
5417,newborn constipation,0.19395944
5418,st thomas hospital,0.1939258
5419,a drug,0.19390194
5420,nursing school,0.19387624
5421,cold relief,0.19386448
5422,craig hospital,0.19384915
5423,the mayo clinic diet,0.1938465
5424,triple antibiotic ointment,0.19376904
5425,hot nurses,0.1937599
5426,allergic reaction to food,0.19373862
5427,bladder infections,0.19372845
5428,i feel cold,0.19367594
5429,seasonal affective disorder,0.19367409
5430,chiropractors,0.19366556
5431,medical term,0.19366503
5432,nursing management,0.1936387
5433,microbiology jobs,0.19358933
5434,home remedies for sore throat,0.19355744
5435,rash on chest,0.19348647
5436,mucus plug color,0.19348377
5437,schizophrenia causes,0.19348277
5438,jaundice in newborns,0.19347507
5439,mild depression,0.19344075
5440,symptoms of bacterial vaginosis,0.19342491
5441,digital health,0.1934131
5442,yellow snot,0.19334924
5443,sinus headache,0.19334425
5444,leaking amniotic fluid,0.19331643
5445,fibromyalgia medication,0.19330004
5446,nurse assistant,0.19328034
5447,dual diagnosis,0.19327782
5448,itchy mouth,0.19326651
5449,dog diabetes,0.1932624
5450,relieve stress,0.19326147
5451,shaken baby syndrome symptoms,0.19326073
5452,medical manager,0.19324999
5453,tick paralysis,0.19324255
5454,symptoms of syphilis,0.19321947
5455,staphylococcus aureus,0.1931989
5456,migraine triggers,0.1931687
5457,web doctor,0.19316633
5458,group b strep pregnancy,0.1931626
5459,heart diseases,0.19315757
5460,abbott diabetes care,0.1931558
5461,symptom of,0.1931546
5462,swollen hands and feet,0.1931478
5463,healthcare improvement scotland,0.19313799
5464,catheter,0.19313659
5465,back spasms,0.1931294
5466,esophagus spasm,0.19312407
5467,concussion symptoms,0.19308895
5468,ucla medical center,0.19304824
5469,watery vaginal discharge,0.19299027
5470,swollen vulva,0.19298199
5471,std,0.19297838
5472,zopiclone,0.19296439
5473,transplantation,0.19295877
5474,children with diabetes,0.1929351
5475,asparagus pee,0.19290107
5476,gassy baby,0.1928867
5477,phlegm,0.19286627
5478,royal pains,0.1928628
5479,what is rheumatoid arthritis,0.19284493
5480,stomach ache remedies,0.19282484
5481,bowel movement,0.19279918
5482,eye doctor,0.19279453
5483,nursing history,0.19278462
5484,what to do for a sore throat,0.19277471
5485,sinus headaches,0.19276449
5486,fibromyalgia diagnosis,0.1926617
5487,platelet,0.19265793
5488,knee surgery,0.19265763
5489,bug bites,0.19265181
5490,symptoms of ulcerative colitis,0.19264895
5491,doctor horrible,0.19259551
5492,hgh injections,0.19258186
5493,asprin,0.19258128
5494,medieval medicine,0.19255883
5495,childhood leukemia,0.19254798
5496,yeast rash,0.19252388
5497,medlineplus,0.19251865
5498,pressure headache,0.19249825
5499,severe constipation,0.19247545
5500,mouth pain,0.19245654
5501,tonsils and adenoids,0.19244325
5502,fibromyalgia symptoms,0.1924336
5503,social prescribing,0.19243357
5504,medical schools,0.1924085
5505,hives treatment,0.19237366
5506,is there a cure for herpes,0.19236977
5507,fluid in lungs,0.19234796
5508,picks disease,0.19231957
5509,venlafaxine,0.19230556
5510,oncology nurse,0.19227396
5511,muscle spasms,0.19226399
5512,chest cold symptoms,0.19224304
5513,vitiligo,0.1922066
5514,conjunctivitis eye drops,0.19219096
5515,cold shoulder,0.19214602
5516,saw throat,0.19213676
5517,cancer articles,0.19210996
5518,common food allergies,0.1920731
5519,the chills,0.19207114
5520,stomach cramping,0.19205578
5521,hematoma,0.19203812
5522,chikungunya,0.1920338
5523,st judes childrens hospital,0.19203281
5524,cancer doctor,0.19202712
5525,croup in children,0.1920216
5526,obama healthcare bill,0.19202091
5527,nursing process,0.19201243
5528,natural laxatives,0.19199377
5529,how to treat a chest infection,0.19198881
5530,what does arthritis feel like,0.19198418
5531,soreness,0.1919646
5532,what is hepatitis b,0.1919558
5533,types of nurses,0.191941
5534,chrones disease,0.19193798
5535,reduce swelling,0.19193272
5536,appendicitis,0.19190566
5537,neuroma,0.19188258
5538,elephant man disease,0.19187164
5539,back doctor,0.19185235
5540,treatment of,0.19185084
5541,stds symptoms,0.1918129
5542,day nurse ingredients,0.19179405
5543,warfarin,0.19179016
5544,yeast infection cure,0.19177492
5545,horny nurses,0.19176768
5546,lactulose,0.1917517
5547,uti in children,0.19173044
5548,septicemia,0.19169609
5549,computer health and safety,0.19168936
5550,bleeding pussy,0.19168352
5551,paramedic personal statement,0.19166899
5552,atopic eczema,0.19162828
5553,signs of schizophrenia,0.19160683
5554,do doctor,0.1915838
5555,throat tattoos,0.19157225
5556,paracetamol for headache,0.19155496
5557,gingivitis symptoms,0.19154578
5558,abdominal cramps,0.19150469
5559,hospital ratings,0.1914925
5560,excessive saliva,0.19148362
5561,american diabetes association,0.19148342
5562,conception symptoms,0.19145693
5563,mumps symptoms,0.1914495
5564,broken nose symptoms,0.191446
5565,tongue diseases,0.19144371
5566,febrile,0.19144231
5567,alexander disease,0.19143449
5568,corona symptoms,0.19143277
5569,migraine headaches,0.19142856
5570,nude nurse,0.19142741
5571,dog reverse sneezing,0.19137487
5572,autism diagnosis,0.19135459
5573,menkes disease,0.19135422
5574,veterinary clinic,0.19134381
5575,cluster headaches,0.19129024
5576,pseudo gout,0.19127844
5577,gauchers disease,0.1912176
5578,retching,0.1911893
5579,medicare insurance,0.19118267
5580,united medical,0.19118021
5581,staph infection symptoms,0.1911772
5582,medical tourism,0.19117409
5583,urinary tract infection in men,0.19114399
5584,large intestine,0.19114035
5585,medical economics,0.19112474
5586,antihistamine drugs,0.19111265
5587,spleen problems,0.19106792
5588,thrush mouth,0.19106382
5589,palpitations,0.19104901
5590,asthma symptoms in adults,0.19104731
5591,vit b12,0.19101986
5592,mens health magazine,0.19099598
5593,brown discharge pregnancy,0.19097428
5594,cold stop,0.19096002
5595,medical centre pharmacy,0.19093142
5596,blotchy face,0.19090588
5597,bowel movements,0.19087254
5598,pregnancy period,0.1908599
5599,yellow discharge during pregnancy,0.19084983
5600,symptoms of bulimia,0.1908332
5601,pain during pregnancy,0.1908311
5602,what does a mucus plug look like,0.19082348
5603,itchy anus,0.1908018
5604,health promotion,0.19079775
5605,cold showers,0.19077224
5606,nursing schools,0.19075222
5607,swollen eyelids,0.19071892
5608,diabeties,0.19070758
5609,ezcema,0.19066761
5610,constant headache,0.19066049
5611,centennial medical center,0.19065315
5612,hospital gowns,0.19064409
5613,lysine,0.19059108
5614,diabetes symtoms,0.19055629
5615,psychosis,0.19053099
5616,valley medical center,0.19051939
5617,gout cures,0.19049144
5618,sinus pain relief,0.19047762
5619,headaches in children,0.19046529
5620,how to get rid of the hiccups,0.19046384
5621,diet coke chicken,0.19042617
5622,apple cider vinegar sore throat,0.19041578
5623,wisdom tooth,0.19041547
5624,is clinical,0.19041519
5625,bone diseases,0.19039159
5626,tonsils removed,0.19038409
5627,small intestine,0.19038011
5628,how is herpes transmitted,0.19035411
5629,diabetes facts,0.19035155
5630,dishwasher tablets,0.19034898
5631,punctured lung,0.19033992
5632,hpv virus in men,0.19033046
5633,reverse sneezing in dogs,0.19030322
5634,gifts for doctors,0.19026293
5635,the cold one,0.19025502
5636,lyme disease symptoms,0.19024414
5637,doctor j,0.19024049
5638,popping pimples,0.19022901
5639,rash on penis,0.19022535
5640,treatment guidelines,0.190208
5641,constant nose bleeds,0.1901837
5642,nhs jobs,0.19017988
5643,burping,0.19016139
5644,benadryl one a day,0.19012451
5645,does paracetamol work,0.19011004
5646,rash on legs,0.19010517
5647,tingling,0.19006178
5648,electronic health record,0.19003582
5649,shooting pain,0.1900298
5650,taking ibuprofen,0.19002771
5651,remedies for sore throat,0.19000599
5652,northwest hospital,0.19000506
5653,back pains,0.18997423
5654,antiseptic,0.1899699
5655,anosmia nhs,0.18994805
5656,what does chicken pox look like,0.18994085
5657,mrsa,0.18989055
5658,white blood cells,0.18988876
5659,diabetes mellitus type 2,0.1898752
5660,lane medical,0.18985473
5661,texas medical center,0.18983357
5662,antimalarial drugs,0.189804
5663,interventions,0.1897913
5664,twitching,0.18978518
5665,emotional health,0.18977946
5666,anal cancer,0.18975538
5667,lung cancer,0.1897164
5668,symptoms of schizophrenia,0.18971406
5669,polio history,0.18971103
5670,the dentist,0.18970425
5671,foot   mouth disease,0.18965793
5672,follicular lymphoma,0.18960392
5673,Myalgia,0.18960012
5674,bacteria in urine,0.18954863
5675,the small intestine,0.1895197
5676,camembert when pregnant,0.1894749
5677,night cough,0.18946818
5678,pregnancy test,0.18946522
5679,rabies in humans,0.18945691
5680,overcoming depression,0.18945388
5681,gaucher disease,0.18941368
5682,doctor p,0.18938202
5683,salivary gland infection,0.18935333
5684,nurse jobs,0.189335
5685,swollen clitoris,0.18933374
5686,diaper rash,0.18930317
5687,bulimia tips,0.18927938
5688,symptoms of ms,0.18921328
5689,national childbirth,0.18919648
5690,health and wellbeing,0.18916816
5691,syphilis symptoms in women,0.18914428
5692,drug treatment,0.1890962
5693,polio symptoms,0.18909088
5694,yeast infection medication,0.1890733
5695,outpatient,0.18906043
5696,teens health,0.18900838
5697,dystonia disease,0.1889643
5698,hiv testing,0.1889238
5699,500mg paracetamol,0.18889472
5700,anaphylactic shock symptoms,0.1888899
5701,rheumatoid arthritis treatment,0.18887198
5702,eclampsia,0.18885249
5703,adult respiratory distress syndrome,0.18884537
5704,my gum,0.18882987
5705,ms symptoms in women,0.18882447
5706,nose anatomy,0.18880124
5707,is syphilis curable,0.188801
5708,medical technology,0.18878476
5709,what helps a sore throat,0.18876351
5710,nhs professionals nurses login,0.18875962
5711,neck headache,0.1887564
5712,natural medicine,0.18875052
5713,nurse pictures,0.18869172
5714,park medical,0.18864432
5715,sucking chest wound,0.18863547
5716,saline drops,0.18858773
5717,herpes on tongue,0.1885874
5718,lymphoma symptoms in women,0.18854707
5719,rashes pictures,0.18852638
5720,tetanus shots,0.18850113
5721,fatigue and dizziness,0.18849659
5722,the large intestine,0.1884461
5723,my wellness,0.18844198
5724,av fistula,0.18843396
5725,i got chills,0.1884185
5726,nhs direct,0.18839866
5727,yeast infection men,0.18839854
5728,institute for healthcare improvement,0.18839094
5729,after chemo,0.18837401
5730,swollen lymph nodes neck,0.1883717
5731,school of nursing,0.18829356
5732,anxiety depression,0.18828575
5733,chlamydia pictures,0.18827733
5734,cold sweats,0.18827558
5735,watery,0.18824156
5736,a colonoscopy,0.18821496
5737,chaos and pain,0.18820608
5738,medical supplies online,0.1881833
5739,a dentist,0.18817544
5740,can ibuprofen,0.18814863
5741,ssri discontinuation syndrome,0.188137
5742,cold feed,0.188125
5743,multiple sclerosis society,0.18812081
5744,stop the thyroid madness,0.18811512
5745,nursing program,0.18811466
5746,psychiatrist,0.18811126
5747,early symptoms of ms,0.18810408
5748,bed bugs symptoms,0.18808821
5749,blocked sinus,0.18805976
5750,how to heal a sore throat,0.18804534
5751,esophageal cancer,0.18804438
5752,what does hiv stand for,0.18803008
5753,sertraline,0.18800236
5754,water on the knee,0.18798086
5755,the death cure,0.18796554
5756,periodontal,0.18796295
5757,diabetes research,0.18795185
5758,health food,0.18794411
5759,back of knee,0.18793133
5760,ent doctor,0.18787156
5761,windpipe,0.18780564
5762,bug world liverpool,0.18777567
5763,symptoms of a chest infection,0.18777305
5764,blood test nhs,0.18776394
5765,knee exercises,0.18773073
5766,cold chest,0.18770656
5767,kawasakis disease,0.18769893
5768,chronic care model,0.18767552
5769,bacteria vaginosis,0.18763287
5770,trigger point therapy,0.18761376
5771,senate health care bill,0.18757603
5772,sexy nurses,0.1875483
5773,jaundice in adults,0.1875384
5774,sinus headache relief,0.18753712
5775,constant headaches,0.18753532
5776,diazepam,0.18751079
5777,cancer woman,0.187507
5778,covid booster,0.18747588
5779,uti home remedy,0.18745436
5780,diabetes statistics,0.18744247
5781,mycoplasma,0.1874214
5782,prozac withdrawal,0.18741225
5783,body pain,0.18739092
5784,best dishwasher tablets,0.18737811
5785,psychosomatic illness,0.1873613
5786,visual migraine,0.1873594
5787,types of nursing,0.18735835
5788,nude nurses,0.18734647
5789,military medicine,0.18734342
5790,itchy red bumps,0.18732923
5791,stanford medical center,0.18731266
5792,pink eye symptoms,0.18730932
5793,glandular fever symptoms,0.1872829
5794,can you drink on antibiotics,0.1872678
5795,yeast infection home remedy,0.18725401
5796,treatment for herpes,0.18725353
5797,irritable male syndrome,0.18723188
5798,nerve diseases,0.1872213
5799,heat rash,0.18721707
5800,social determinants of health,0.18721181
5801,how to treat a uti,0.18719724
5802,diabetes protocol,0.18716873
5803,blotchy,0.18714693
5804,used medical equipment,0.18713093
5805,fexofenadine,0.18711932
5806,toxins,0.18709189
5807,bone disease,0.18708867
5808,boots antihistamine,0.18708552
5809,hpv 16,0.18706779
5810,why is my throat sore,0.18706408
5811,diabetes signs,0.18705516
5812,quinsy,0.18703602
5813,jobs in nhs,0.18702094
5814,germ cell tumor,0.18701655
5815,cortisol deficiency,0.18700647
5816,pyrexia,0.18698162
5817,hunger pains,0.18697964
5818,obesity epidemic,0.18688965
5819,nhs call centre,0.18687092
5820,can a pharmacist prescribe antibiotics,0.18686984
5821,step throat,0.18685636
5822,how to stop hiccups,0.1868523
5823,scans during pregnancy,0.18685144
5824,eczema cure,0.18685074
5825,sores in mouth,0.18683182
5826,cold a,0.18680796
5827,drinking pee,0.1867931
5828,impetigo causes,0.18678157
5829,fluid on the brain,0.18678136
5830,how to get rid of bloating fast,0.18677755
5831,sarcoidosis symptoms,0.1867559
5832,mouth cancer pictures,0.18672429
5833,childhood cancer,0.18667626
5834,ophthalmic migraine,0.18667622
5835,tablets for,0.18664761
5836,borderline diabetes,0.18663007
5837,swollen lymph nodes armpit,0.18662496
5838,sweaty armpits,0.18658073
5839,is the pollen count high today,0.18657844
5840,orange snot,0.18656622
5841,urologist,0.18655777
5842,hpv vaccine for men,0.18653698
5843,breast discharge,0.18652342
5844,synergy home care,0.1865229
5845,pep treatment,0.18652038
5846,herpes symptoms women,0.18651472
5847,bed bug treatment,0.18648785
5848,national institutes of health,0.18643402
5849,mixed connective tissue disease,0.18642834
5850,medical videos,0.18641944
5851,eczema in babies,0.18641609
5852,gall bladder,0.18641481
5853,allergic contact dermatitis,0.18641049
5854,prescription drug,0.18640848
5855,anthrax symptoms,0.18640232
5856,swollen hands,0.18639392
5857,how long does norovirus last,0.18638223
5858,ibuprofen and paracetamol together,0.18636215
5859,feel cold,0.18635768
5860,mastitis treatment,0.18631741
5861,chronic gastritis,0.18630113
5862,types of rashes,0.18626238
5863,pooping blood,0.18625896
5864,how to treat food poisoning,0.18625547
5865,kidney diseases,0.18623984
5866,inhaled insulin,0.18623549
5867,doctors note for work,0.18620563
5868,night nurse capsules,0.1861934
5869,medical definition,0.18617576
5870,bleeding gums,0.18616684
5871,macular rash,0.18616666
5872,what is a staph infection,0.18616076
5873,sentinel lymph node,0.18614268
5874,contraceptive,0.18611646
5875,baby constipation remedies,0.18611415
5876,frequent nose bleeds,0.1860804
5877,ways to relieve stress,0.18605818
5878,exercise induced asthma,0.18605164
5879,signs of bulimia,0.18601611
5880,iv therapy,0.18599534
5881,stages of chickenpox,0.18598878
5882,hand doctor,0.18597211
5883,antibiotics alcohol,0.18597132
5884,implanon pregnancy,0.18595597
5885,aspergers symptoms,0.18593657
5886,chlamydia test,0.18592359
5887,autism symptoms,0.18589874
5888,period during pregnancy,0.1858967
5889,facial swelling,0.18589014
5890,abdominal strain,0.1858889
5891,genital sores,0.1858786
5892,migraine prevention,0.18587226
5893,cat poop coffee,0.18587138
5894,nauseous after eating,0.18586697
5895,bulimia facts,0.18586312
5896,mrsa carrier,0.18585953
5897,honeymoon cystitis,0.18582818
5898,md consult,0.18579625
5899,nurse hat,0.18569688
5900,nurse anesthetist,0.18567775
5901,nearest hospital,0.1856644
5902,what do chicken pox look like,0.18561748
5903,twitchy,0.18560332
5904,can pharmacists prescribe antibiotics,0.18559496
5905,tia symptoms,0.18558961
5906,bee sting swelling,0.18552482
5907,hayfever eyes,0.18548916
5908,swollen lymph nodes,0.18548425
5909,symptoms of shingles,0.18548135
5910,probiotics for,0.18544205
5911,the stomach,0.18542352
5912,medical logo,0.18541323
5913,the liver,0.1854058
5914,symptoms of sinusitis,0.18539406
5915,park medical centre,0.18537964
5916,yeast infection pictures,0.18536755
5917,astrazeneca,0.1853664
5918,severe leg cramps,0.18535157
5919,lung nodules,0.18534952
5920,intestine,0.18534127
5921,baby milk powder,0.18533713
5922,medical procedures,0.18532534
5923,swollen penis,0.1853009
5924,cancer christmas cards,0.18528003
5925,nhs number,0.18526308
5926,sickle cell anemia,0.18524864
5927,canine lymphoma,0.18524545
5928,muscle spasm,0.1852431
5929,blood poisoning,0.18523447
5930,swollen liver,0.18522474
5931,health definition,0.1851982
5932,home remedies for cold sores,0.18517178
5933,american society of clinical oncology,0.18515961
5934,hands cold,0.18515173
5935,cancer sores,0.18513109
5936,cavity symptoms,0.18510896
5937,sex doctor,0.18510821
5938,malignant,0.18510309
5939,how to stop a nosebleed,0.18508829
5940,anxiety attacks,0.18507399
5941,nurse tv,0.18506521
5942,facial cellulitis,0.18506114
5943,health benefits of honey,0.18505573
5944,famous doctors,0.18504839
5945,at home hiv test,0.18504031
5946,amatuer surgeon,0.18502648
5947,gastritis treatment,0.18502209
5948,swollen nipples,0.1850203
5949,autoimmune thyroid disease,0.1850054
5950,academic medicine,0.18499067
5951,itchy armpits,0.18497187
5952,hiv dating,0.18496034
5953,how to relieve stress,0.18495403
5954,health anxiety,0.18493395
5955,itching,0.18492025
5956,signs of lupus,0.1849146
5957,clinical trial,0.18485712
5958,allergy free dogs,0.18479672
5959,hospital phone number,0.18474051
5960,lost appetite,0.18473628
5961,medical field jobs,0.1846567
5962,chest pain from coughing,0.184649
5963,side effects,0.18464018
5964,smiths medical,0.18461971
5965,pictures of chickenpox,0.18461932
5966,emc medicines,0.1845866
5967,causes of asthma,0.18455814
5968,holistic health,0.18455292
5969,ibuprofen tablets,0.1845353
5970,prevention magazine,0.18449256
5971,irritable bowel syndrome treatment,0.18447678
5972,medical negligence,0.18447095
5973,groin rash,0.18446998
5974,medical insurance,0.18445535
5975,necrotising fasciitis,0.18445507
5976,inequalities in health,0.18444721
5977,lymphedema symptoms,0.18444666
5978,111 nhs,0.18443228
5979,antipsychotic,0.1844073
5980,traditional chinese medicine,0.18438943
5981,baby reflux,0.18436703
5982,interstitial lung disease,0.18434753
5983,lower back ache,0.18434553
5984,my stomach,0.18431404
5985,itchy nipple,0.1842916
5986,diagnosing diabetes,0.18424194
5987,what is staph infection,0.18423831
5988,psoriasis,0.18420033
5989,anxiety disorders,0.18419722
5990,eye disorders,0.1841806
5991,mosquito patch,0.18417451
5992,lymes disease symptoms,0.18413872
5993,winnie the pooh disorders,0.18411663
5994,dry blocked nose,0.18411165
5995,disorganized schizophrenia,0.18411122
5996,costochondritis,0.1840896
5997,riverside medical,0.18402696
5998,hormonal headaches,0.18401535
5999,antibiotic side effects,0.1840003
6000,snotty nose,0.18399663
6001,toothpaste,0.18398932
6002,frontal sinus,0.18397725
6003,mosquito bite allergy,0.18397334
6004,swollen tonsil,0.18396163
6005,is it cold,0.18393674
6006,bloated stomach,0.18393336
6007,sepsis criteria,0.1839122
6008,syringe,0.18388322
6009,fake doctors note,0.1838693
6010,leg cramps,0.1838421
6011,grass pollen season,0.18382949
6012,gallbladder,0.18377729
6013,severe dehydration,0.18377706
6014,diabetes test,0.183772
6015,home remedy for uti,0.18375696
6016,aml leukemia,0.1837384
6017,antifungals,0.18372434
6018,b cell lymphoma,0.18370605
6019,catheters,0.18362701
6020,gist tumor,0.18360543
6021,hurting,0.18360037
6022,hashimoto disease,0.18359463
6023,drugs uk,0.18358278
6024,renal disease,0.18358111
6025,pregnancy pillow,0.18356678
6026,nhs plan,0.18355042
6027,exhaustion,0.18352842
6028,hiv symptoms in women,0.18350632
6029,chronic headaches,0.18347073
6030,quinine sulfate,0.18344396
6031,infected hangnail,0.1834256
6032,surgical nurse,0.18341815
6033,my anxiety,0.18337663
6034,bloody snot,0.18334141
6035,health foods,0.1832956
6036,head cold remedies,0.18327631
6037,history of nursing,0.18326885
6038,diagnosing ms,0.18324657
6039,after breastfeeding,0.18321598
6040,std symptoms,0.18320487
6041,vit d deficiency symptoms,0.18320289
6042,medical school,0.18319255
6043,cervical mucus ovulation,0.18318224
6044,hca hospitals,0.18311651
6045,nursing clothing,0.18308364
6046,bursitis of the hip,0.18306817
6047,migraine skank,0.18306676
6048,progeria syndrome,0.18305108
6049,amoxicillin alcohol,0.18304282
6050,bruised,0.18303898
6051,symptoms of glandular fever,0.18301761
6052,consumption disease,0.18301743
6053,nursing clothes,0.18298559
6054,antihistamine overdose,0.18298516
6055,urinary tract infection causes,0.18296579
6056,social disorders,0.1829237
6057,knee pain treatment,0.18291879
6058,prolapsed anus,0.18291329
6059,the cold ones,0.18290848
6060,tylenol recall,0.18290427
6061,infusion therapy,0.1828991
6062,medication dictionary,0.18286133
6063,wellness center,0.18286027
6064,stress relief,0.18285936
6065,digestive system diseases,0.18284589
6066,temple headache,0.18284038
6067,liver abscess,0.18278974
6068,health care insurance,0.1827856
6069,vaginal health,0.1827727
6070,applied medical,0.18276227
6071,health south,0.1827082
6072,cancer journal,0.18267661
6073,eyes watering,0.18266931
6074,hands foot and mouth disease,0.18266577
6075,rheumatoid arthritis diet,0.18266469
6076,xrays,0.18266058
6077,side effects of antibiotics,0.1826415
6078,yellow discharge from vagina,0.18262589
6079,botox for migraines,0.18259546
6080,nph insulin,0.1825948
6081,lactose free yogurt,0.18256323
6082,jessica alba herpes,0.18256007
6083,group a strep,0.18255898
6084,amniotic,0.18249428
6085,metastases,0.1824823
6086,how to cure a headache,0.18246505
6087,breast cancer forum,0.18245222
6088,mrsa staph,0.18244655
6089,holistic medicine,0.18242444
6090,clogged ear,0.18241258
6091,gonorrhea pictures,0.18237865
6092,american journal of medical genetics,0.18236381
6093,obama healthcare plan,0.18235053
6094,fatigue symptoms,0.1823425
6095,fentanyl lollipop,0.18233268
6096,nose surgery,0.18231766
6097,cardiac sphincter,0.1822943
6098,herbal medicine,0.18229401
6099,poop on,0.18229212
6100,thrush,0.18228358
6101,for diabetics,0.18226653
6102,medtronic insulin pump,0.18225862
6103,shoulder tendonitis,0.182228
6104,tufts medical center,0.18222162
6105,staphylococcus,0.18221429
6106,emotional disorders,0.18221186
6107,cortisone shot,0.18221077
6108,stage 4 colon cancer,0.18220621
6109,swollen eyes,0.18219961
6110,nursing home abuse,0.18218446
6111,eyelid swelling,0.18214658
6112,medical supply store,0.18208697
6113,xray,0.18208154
6114,pain after,0.18208003
6115,types of diabetes,0.18207854
6116,earliest pregnancy symptoms,0.18206589
6117,migraine medications,0.18204778
6118,oral surgeon,0.18204656
6119,muscle,0.18201444
6120,diabetic shock,0.18199089
6121,how to cope with depression,0.18198393
6122,relieve sinus pain,0.18196273
6123,migraine headache,0.181951
6124,symptoms of shock,0.18194471
6125,your appendix,0.18192314
6126,national health insurance,0.18190752
6127,abdominal cramping,0.18190274
6128,cat allergy symptoms,0.18189305
6129,anus itching,0.18186413
6130,self diagnosis,0.18184707
6131,beth israel medical center,0.18183964
