,Query,Cosine Similarity
2044,puppy diarrhea,0.34199697
2045,strep rash,0.3419948
2046,antiviral medications,0.34194097
2047,can you get scarlet fever twice,0.34181717
2048,meningitis rash,0.3417923
2049,baby chesty cough,0.34174776
2050,coughing up blood,0.34172118
2051,constant runny nose,0.3417042
2052,stop a cough,0.34158006
2053,foods that cause inflammation,0.34157228
2054,symptoms of cold,0.34156248
2055,sweating sickness,0.34134358
2056,lung diseases,0.34132278
2057,upper respiratory tract,0.34129655
2058,how coronavirus spread,0.3412595
2059,health first,0.34121037
2060,dry cough syrup,0.34109616
2061,lung disease,0.34101894
2062,cancer vaccine,0.3409529
2063,codeine cough syrup,0.34094423
2064,bacterial chest infection,0.34070507
2065,cures for morning sickness,0.34068188
2066,symptoms of coronavirus,0.3406428
2067,coronavirus deaths,0.34057197
2068,salmonella treatment,0.34048194
2069,autoimmune hepatitis,0.34042943
2070,centers for disease control and prevention,0.34036058
2071,car sickness,0.34033188
2072,tired and cold,0.34030545
2073,benylin mucus,0.34023917
2074,best medicine,0.3402111
2075,viral labyrinthitis,0.34008208
2076,allergic rhinitis,0.33990926
2077,symptoms of scarlet fever,0.33987352
2078,bowel cancer,0.33981788
2079,runny nose sore throat,0.33962446
2080,is conjunctivitis contagious,0.3395743
2081,chronic depression,0.33947307
2082,gastrointestinal problems,0.33946788
2083,water poisoning,0.3394159
2084,eye disease,0.3394127
2085,is a sore throat a covid symptom,0.33940792
2086,hospital jokes,0.3394065
2087,fifths disease,0.3393389
2088,hodgkin lymphoma,0.33933854
2089,hiv rash,0.3393236
2090,i feel sick,0.3392803
2091,sarcoidosis,0.33926022
2092,viral meningitis symptoms,0.33910793
2093,intestinal problems,0.33907467
2094,my knee,0.3390596
2095,covonia cough,0.33899623
2096,rubella vaccine,0.3389815
2097,encephalitis symptoms,0.33895704
2098,bacteria,0.33895445
2099,gilberts disease,0.33887082
2100,chicken pox scabs,0.33883405
2101,quarantine,0.33881485
2102,hand foot and mouth virus,0.3387177
2103,medical news today,0.33863208
2104,fasciitis,0.33853853
2105,nauseous and dizzy,0.33853224
2106,vaccination schedule,0.33846402
2107,e coli in urine,0.33842337
2108,what are the symptoms,0.33837205
2109,diagnosis of,0.3383384
2110,can you die from pneumonia,0.33831757
2111,symptom,0.33824164
2112,bug killer,0.33823183
2113,dog vomit,0.3382011
2114,is shingles contagious,0.33799416
2115,medical questions,0.33791816
2116,hepatitis d,0.33789283
2117,home health,0.33781546
2118,bipolar disease,0.33775085
2119,aids symptoms,0.337689
2120,kissing disease,0.33768708
2121,metastatic disease,0.33756125
2122,lymph node infection,0.33752394
2123,clamidia symptoms,0.33744693
2124,journal of medicine,0.33743832
2125,severe headaches,0.33734044
2126,childrens hayfever medicine,0.33728904
2127,clinical depression,0.33707157
2128,bad chest infection,0.33705235
2129,stomach aches,0.3370216
2130,watery mouth,0.33694845
2131,booster vaccine,0.33687866
2132,cure for cough,0.33684653
2133,old cold,0.3368004
2134,antibiotic,0.33679307
2135,vaccinations uk,0.33674797
2136,is norovirus airborne,0.33673787
2137,irritable,0.33673397
2138,toddler vomiting,0.33666292
2139,what is a high fever,0.33653444
2140,yeast infections,0.33644867
2141,lupus disease,0.33639014
2142,blue waffle infection,0.33629316
2143,medecine,0.3362651
2144,cures,0.3362618
2145,whooping cough symptoms,0.3362329
2146,norovirus in babies,0.33617124
2147,tummy bug,0.33611798
2148,measles vaccination,0.33596644
2149,common variable immunodeficiency,0.3359236
2150,intestinal parasites,0.3359061
2151,allergic rash,0.3358905
2152,get rid of cold,0.33586562
2153,what is mad cow disease,0.33585405
2154,a patient,0.33581325
2155,mono symptoms,0.33578736
2156,teenage depression,0.3357725
2157,what health,0.33572343
2158,measles symptoms,0.33567214
2159,respiratory failure,0.33556044
2160,aids pictures,0.33539253
2161,the clinic,0.33539104
2162,feel nauseous all the time,0.33531535
2163,antibiotics for,0.33530813
2164,biliary colic,0.33524826
2165,diagnose symptoms,0.3351981
2166,e coli bacteria,0.33512324
2167,jeffrey bernard is unwell,0.33499768
2168,diarrhea medicine,0.3349863
2169,have a headache,0.33498284
2170,phlegm cough,0.3349793
2171,can adults get scarlet fever,0.33489496
2172,covid 19 loss of taste,0.3347733
2173,best cold medicine,0.3347689
2174,mucus in nose,0.3346797
2175,herpes simplex virus,0.3346641
2176,cure a cough,0.33459386
2177,bug doctor,0.33457518
2178,causes of nausea,0.33456007
2179,upset stomach,0.33455056
2180,major depression,0.33448917
2181,oral health,0.33438933
2182,coughs,0.33435398
2183,what are the symptoms of,0.33433914
2184,germs,0.33426663
2185,stomach cramps and diarrhea,0.3342443
2186,nasal,0.33415803
2187,strep throat rash,0.3341425
2188,kidney infections,0.33410466
2189,chicken pox in adults,0.33396372
2190,why do i keep getting colds,0.33390552
2191,respiratory symptoms,0.33378732
2192,the medical,0.33378333
2193,infected tonsils,0.33378243
2194,red bug,0.33374304
2195,blowing nose,0.33350873
2196,oxford vaccine,0.33344248
2197,acute hepatitis,0.33340645
2198,hand rash,0.3333332
2199,typhoid mary,0.33323002
2200,constant runny nose nhs,0.3330974
2201,small pox vaccine,0.3330162
2202,stomach bug symptoms,0.33297974
2203,coughing after eating,0.33281404
2204,fatigue,0.3328058
2205,family health,0.33276618
2206,tonsil infection,0.3327476
2207,adult chicken pox,0.33271152
2208,why am i nauseous,0.33267945
2209,bubonic plague facts,0.3326472
2210,doctors,0.3326083
2211,sexually transmitted diseases pictures,0.3325737
2212,breathing problems,0.33252808
2213,language disorders,0.33249122
2214,ibs,0.33241376
2215,fifth disease in adults,0.33232033
2216,herpes rash,0.33230636
2217,hospitals,0.33228087
2218,botulinum,0.3322463
2219,mucus plug discharge,0.33219463
2220,rsv vaccine,0.3321094
2221,malaria symptoms,0.3320431
2222,covid test,0.33204132
2223,herpes of the mouth,0.33198172
2224,neck rash,0.3319465
2225,health in,0.33176306
2226,throwing up blood,0.3317541
2227,cure magazine,0.33171904
2228,dry throat,0.33164138
2229,diseased,0.3316155
2230,adult asthma,0.33147857
2231,oral cancer,0.33138376
2232,bubonic plague pictures,0.3312679
2233,signs of meningitis,0.33117607
2234,is scarlet fever dangerous,0.33113587
2235,how long is scarlet fever contagious,0.33108395
2236,pku disease,0.33106884
2237,egg allergy,0.33105725
2238,ssri list,0.33102804
2239,laryngitis contagious,0.33094895
2240,chicken pox symptoms,0.33093384
2241,facial rash,0.33083916
2242,hayfever,0.33081988
2243,worldometer coronavirus,0.33081686
2244,stomach ache,0.33066908
2245,potts disease,0.33063513
2246,liver inflammation,0.3305447
2247,herpes in the mouth,0.33053333
2248,anosmia coronavirus,0.3305254
2249,how to beat a cold,0.3304972
2250,pseudomonas infection,0.33043945
2251,shingles rash,0.33043048
2252,a sore,0.3304211
2253,rsv symptoms,0.3303194
2254,dog vomiting,0.3303155
2255,medicine for,0.33031538
2256,urine infection,0.3302858
2257,walking pneumonia symptoms,0.33020687
2258,hysteria hospital,0.33015358
2259,for dry cough,0.33012748
2260,acute respiratory failure,0.33010855
2261,bloody nose,0.33010656
2262,i have a sore throat,0.33009946
2263,chills symptoms,0.32997626
2264,uti infection,0.32994044
2265,brain disease,0.32987517
2266,hypochondriac,0.32984716
2267,ear nose throat,0.32980978
2268,knee problems,0.32970148
2269,wheezing,0.3296818
2270,chicken pox look like,0.32966596
2271,emergency room,0.3296641
2272,clinic,0.32966256
2273,shingles wiki,0.32949436
2274,muscle diseases,0.32948717
2275,casein allergy,0.32935974
2276,symptoms of a,0.32935807
2277,diabetes mellitus,0.32927546
2278,stomach problems,0.32924566
2279,antiviral tablets,0.3291902
2280,loss of taste and smell coronavirus,0.32915065
2281,cancer and,0.32907042
2282,amoxicillin allergy,0.32900923
2283,spasticity,0.328962
2284,signs and symptoms,0.32884544
2285,bv antibiotics,0.32877797
2286,gum disease pictures,0.3286989
2287,how to treat a cold,0.32866204
2288,stop diarrhea,0.32863635
2289,swollen throat,0.32858294
2290,health care,0.32856113
2291,what is bronchitis,0.32847238
2292,gastrointestinal disorders,0.32838142
2293,viral conjunctivitis,0.32832187
2294,obgyn,0.32827833
2295,gastric,0.3282564
2296,lung infection symptoms,0.32821196
2297,is thrush contagious,0.3281544
2298,ear infection,0.32813048
2299,gastritis,0.3279733
2300,meningitis in adults,0.3278697
2301,childhood schizophrenia,0.32783514
2302,blood diseases,0.3278148
2303,tay sachs disease,0.32775265
2304,human immunodeficiency virus,0.32759288
2305,coronavirus map,0.32751808
2306,good health,0.3275126
2307,dementia,0.32746083
2308,antiretroviral,0.32745764
2309,polio virus,0.32739478
2310,american journal of epidemiology,0.32739288
2311,stomach disorders,0.3273511
2312,signs of bronchitis,0.3273363
2313,dizziness and nausea,0.32730573
2314,croup cough,0.32728767
2315,diarrhea while pregnant,0.32728177
2316,exhaustion,0.3272246
2317,allergy shots,0.32719362
2318,scarlet fever incubation period,0.32714033
2319,chlamydia,0.32713503
2320,aids cure,0.32713056
2321,webmd symptom,0.3270848
2322,natural antivirals,0.3270836
2323,stop runny nose,0.3270507
2324,digestive diseases,0.3270479
2325,what does virus mean,0.3270403
2326,signs of arthritis,0.32686153
2327,poop,0.32681543
2328,root canal infection,0.32680827
2329,a hospital,0.3267808
2330,wood burner flue,0.32675818
2331,swollen pussy,0.3267355
2332,what causes pneumonia,0.32664108
2333,norovirus and pregnancy,0.32640117
2334,is tonsillitis,0.32639956
2335,how to get rid of a cold fast,0.32635182
2336,vaccine side effects,0.32634294
2337,covid19 latest,0.32633758
2338,medical help,0.32630923
2339,health statistics,0.32630023
2340,healthcare news,0.32629657
2341,hand and mouth disease,0.32626462
2342,amoxicillin rash,0.32625586
2343,national allergy,0.32615152
2344,comorbid,0.32613376
2345,what are the symptoms of pneumonia,0.32612783
2346,pneumonia symptoms in adults,0.3261248
2347,blepharitis,0.32611167
2348,asthma exacerbation,0.32609212
2349,chicken pox blisters,0.3260823
2350,what is whooping cough,0.32601827
2351,mouth cancer,0.32600227
2352,coronavirus testing,0.32595938
2353,chronic rhinitis,0.3259123
2354,ncov symptoms,0.32590216
2355,health solutions,0.32589197
2356,exhausted,0.3258617
2357,amoxicillin,0.3258611
2358,stuffy nose,0.32582873
2359,pulmonary disease,0.32577962
2360,symptoms of arthritis,0.32577586
2361,liver cirrhosis,0.3257603
2362,gum abscess,0.32575035
2363,hep a vaccine,0.32571274
2364,whopping cough,0.32541454
2365,severe headache,0.32532328
2366,ringworm,0.3252467
2367,cat diabetes,0.32523885
2368,covid joint pain,0.3252343
2369,tonsilitis,0.32520074
2370,dog illness symptoms,0.32516575
2371,hand foot mouth virus,0.32514274
2372,aching all over,0.325093
2373,critical care,0.3250755
2374,scarlet fever symptoms in adults,0.32504916
2375,stink bug,0.3250395
2376,my dog has diarrhea,0.3250149
2377,what are symptoms,0.3250032
2378,sickle cell disease,0.32495394
2379,discomfort,0.32488
2380,health one,0.32486835
2381,poisoning,0.3248162
2382,symptom diagnosis,0.32479727
2383,vaginal mucus,0.32477498
2384,communication disorders,0.32473162
2385,west nile virus symptoms,0.32471123
2386,what is coronavirus,0.32470012
2387,alcoholism,0.32466543
2388,health blog,0.32466525
2389,wound infection,0.32453588
2390,fatigue and headache,0.32450062
2391,nauseous vs nauseated,0.32448196
2392,health journals,0.3244557
2393,fungal infection,0.32444587
2394,newborn has a cold,0.32439917
2395,health tips,0.3243714
2396,als disease,0.32434475
2397,whooping cough sound,0.3243063
2398,complications,0.32422954
2399,meningococcal vaccine,0.32412735
2400,covid uk,0.3241235
2401,pregnancy,0.3240789
2402,medicine interactions,0.3240521
2403,lung,0.3240512
2404,shingles from chickenpox,0.32404834
2405,norovirus in pregnancy,0.32382226
2406,nhs hayfever,0.3237974
2407,hpv,0.32365155
2408,medical journal,0.3236206
2409,acute,0.32357472
2410,health article,0.32357
2411,sore throat nhs,0.32335603
2412,symptoms of salmonella,0.32327026
2413,health team,0.32320344
2414,morgellons disease,0.32306165
2415,hpv virus,0.3230484
2416,flesh eating virus,0.32301152
2417,can you get norovirus twice,0.3230046
2418,shingles vaccination,0.32292622
2419,cold medicine,0.32292014
2420,nose bleed,0.3228944
2421,mrsa staph infection,0.3228687
2422,stress and health,0.3228505
2423,nhs chest infection,0.32276052
2424,measles rash pictures,0.32275996
2425,blood in vomit,0.32272893
2426,clinical,0.32255152
2427,signs of whooping cough,0.3225454
2428,cold all the time,0.3225172
2429,ringworm rash,0.32249165
2430,brain diseases,0.3224321
2431,medscape,0.32240805
2432,community hospital,0.32211235
2433,is 38 degrees fever,0.32209802
2434,baby with cold,0.3220712
2435,piratical disease,0.32204401
2436,teen depression,0.32193947
2437,how to stop nausea,0.32193834
2438,winter allergies,0.3218636
2439,tuberculosis vaccine,0.32185185
2440,christ hospital,0.32185185
2441,h1n1 virus,0.3218199
2442,strep throat nhs,0.32173708
2443,bv symptoms,0.32163757
2444,sore nose,0.32156578
2445,terminal cancer,0.32155412
2446,lyme desease,0.32144707
2447,toothache,0.32140803
2448,chicken pox pictures,0.32138693
2449,rheumatoid,0.32129118
2450,malaria in africa,0.32123595
2451,innate immunity,0.32106262
2452,signs of measles,0.32098967
2453,cdc,0.32097098
2454,ask doctor,0.3209575
2455,droopy eyelid,0.32095283
2456,health articles,0.32095003
2457,severe sore throat,0.32088292
2458,vasculitis symptoms,0.32087317
2459,i feel nauseous,0.32085633
2460,chronic tonsillitis,0.3208518
2461,diabetes wiki,0.32084328
2462,marfan disease,0.32072127
2463,medical info,0.3207132
2464,cell mediated immunity,0.320688
2465,mucus in throat,0.32057238
2466,bumpy rash,0.32056525
2467,mild herpes,0.3205573
2468,covid19 uk deaths,0.3205217
2469,productive cough,0.32047752
2470,tickly throat,0.3203971
2471,covid loss of smell,0.32032463
2472,cough when pregnant,0.3202781
2473,aids walk,0.3202563
2474,cat eye infection,0.32008764
2475,symptoms of an,0.3199088
2476,severe pain,0.3199024
2477,blood disease,0.3198235
2478,symptoms of smallpox,0.3197991
2479,baby runny nose,0.3197422
2480,urticaria,0.31970602
2481,urinary infection,0.31969926
2482,mass health,0.3196946
2483,herpes simplex,0.31968614
2484,coeliac disease,0.31963438
2485,back ache,0.31959167
2486,why do i have diarrhea,0.3195627
2487,my throat hurts,0.31950998
2488,eczema flare up,0.3195004
2489,sudden fatigue,0.31938666
2490,uti,0.31936014
2491,what causes nausea,0.31920794
2492,throat hurt,0.319179
2493,childhood vaccinations,0.3191684
2494,severe fatigue,0.3191623
2495,streptococcus,0.3191197
2496,vaginal infection,0.31911647
2497,post nasal drip sore throat,0.31911495
2498,airway,0.3189938
2499,norovirus prevention,0.31899104
2500,celiac disease,0.31882036
2501,coronavirus uk update,0.31881592
2502,bunged up nose,0.31862217
2503,how long is croup contagious,0.3185972
2504,hospital room,0.3185372
2505,pharyngitis nhs,0.3183819
2506,sore throat and ears,0.31837374
2507,knee bursitis,0.3183534
2508,fungal infections,0.31830826
2509,hepatitis b virus,0.31824476
2510,bursitis symptoms,0.31812698
2511,gastroenteritis symptoms,0.3181147
2512,muscular diseases,0.31810862
2513,sinus cancer,0.318083
2514,nhs vaccine booking,0.31806898
2515,throat hurts,0.31804958
2516,cough remedy,0.31801236
2517,rotavirus in adults,0.31800348
2518,muscle pain covid,0.31791395
2519,gouty arthritis,0.31787118
2520,salk vaccine,0.3178198
2521,runny nose dog,0.31778708
2522,allergy rash,0.31775808
2523,psychotic depression,0.3177334
2524,measles in adults,0.31772718
2525,stress,0.31758142
2526,how is coronavirus transmitted,0.3175796
2527,cough and chest pain,0.31748292
2528,cold medicine uk,0.31742227
2529,health sciences,0.31734097
2530,medical encyclopedia,0.31732893
2531,chronic sore throat,0.31730464
2532,cure for hayfever,0.31720376
2533,acute pharyngitis,0.31716302
2534,to health,0.31715038
2535,malaria medication,0.31707752
2536,winter bug,0.31698954
2537,head ache,0.31690422
2538,health canada,0.3168506
2539,pulmonary,0.31684363
2540,tattoo infection,0.3168085
2541,milk allergy,0.3167273
2542,symptoms of aids,0.31672424
2543,stomach cancer,0.31672272
2544,covid results,0.31670147
2545,sneezing cat,0.316618
2546,the medical letter,0.31648242
2547,signs of sinus infection,0.3164804
2548,stop tickly cough,0.31646204
2549,health of the nation,0.31641623
2550,brown discharge,0.31641576
2551,antibiotics for pneumonia,0.31631842
2552,aids information,0.31631017
2553,gist cancer,0.3162056
2554,treatment,0.3161937
2555,type one diabetes,0.3161639
2556,aids quilt,0.31612623
2557,coronavirus uk cases,0.31599045
2558,herpes simplex 2,0.3159634
2559,stomach spasms,0.3159242
2560,gurgling,0.3159162
2561,stop a runny nose,0.31587505
2562,is 39 a high fever,0.3158574
2563,inflammatory breast cancer symptoms,0.31584126
2564,cold headache,0.31581315
2565,bad stomach,0.3156767
2566,how long is norovirus contagious,0.31567454
2567,cough up blood,0.3156259
2568,bloody discharge,0.31544167
2569,persistent dry cough,0.31542808
2570,for diabetes,0.31540215
2571,staph infections,0.31539488
2572,sign of chickenpox,0.3153041
2573,scotland covid19,0.31529272
2574,health blogs,0.31521517
2575,staph infection,0.31517345
2576,acute care,0.31508023
2577,rash on hand,0.315046
2578,advil cold and sinus,0.31501204
2579,community healthcare,0.314998
2580,cellulitis infection,0.31499657
2581,oral yeast infection,0.3149144
2582,muscle aches,0.3148942
2583,santa cruz antibody,0.3148706
2584,womans health,0.31486958
2585,emergency medicine,0.31486404
2586,bronchitis symptoms,0.3147155
2587,genetic disease,0.3147151
2588,new england journal of medicine,0.31464434
2589,bad headache,0.31462207
2590,headache sore throat,0.31458876
2591,single measles vaccine,0.314573
2592,chicken liver,0.3145209
2593,beta strep,0.31447357
2594,cough nhs,0.3144465
2595,diabetes type,0.3143924
2596,magic johnson hiv,0.31428435
2597,spasming,0.31422544
2598,antibiotics list,0.3142175
2599,gallbladder infection,0.31419182
2600,young the giant cough syrup,0.31417677
2601,rash on arm,0.31414747
2602,can antibiotics,0.31404454
2603,webmd,0.31403482
2604,nhs covid test,0.31401026
2605,sars disease,0.31389284
2606,e medicine,0.31379548
2607,womens health,0.3137179
2608,head concussion,0.31366915
2609,aids test,0.31362242
2610,eye herpes,0.3135748
2611,genetic diseases,0.31354827
2612,medical errors,0.31354642
2613,antibacterial,0.3134917
2614,sneezing baby,0.31348258
2615,systemic lupus,0.31347877
2616,stress headaches,0.31347728
2617,noro virus,0.3134147
2618,best cough medicine,0.31337786
2619,cdc zombie,0.31337696
2620,covid loss of taste and smell,0.31332242
2621,norovirus incubation,0.31329995
2622,rabies,0.31325155
2623,can you get measles twice,0.31321144
2624,metastatic,0.31320536
2625,bunny nose,0.3131927
2626,coronavirus temperature,0.31311867
2627,hayfever nasal spray,0.31310678
2628,abdominal migraine,0.31306657
2629,stress disorders,0.31303552
2630,surviving sepsis,0.31301355
2631,diagnosis plural,0.31296504
2632,juvenile arthritis,0.31296226
2633,nose,0.31294933
2634,health services,0.31294686
2635,hospital medical,0.31292313
2636,bowel problems,0.31292212
2637,leg rash,0.31291297
2638,legionnaires disease,0.31289688
2639,nature immunology,0.31286773
2640,herpes in mouth,0.3128423
2641,diarrhea before labor,0.31282562
2642,cancer july,0.3128156
2643,motion sickness medicine,0.31281424
2644,cramps,0.3128053
2645,gastroenterologist,0.3127853
2646,lemsip cough,0.31272537
2647,neck ache,0.31267518
2648,thick mucus,0.31259364
2649,public health service,0.3125654
2650,stomach pain and diarrhea,0.3125489
2651,what is the norovirus,0.31248713
2652,pre diabetes,0.3124776
2653,childbirth,0.3124256
2654,vaginal infections,0.31241396
2655,nurses,0.31238812
2656,health support,0.31235817
2657,how do you get meningitis,0.31234926
2658,bloating,0.31233484
2659,scabies rash,0.31229615
2660,remedies for a cold,0.31221938
2661,gum,0.31221777
2662,chronic sinusitis,0.31219572
2663,dog arthritis,0.31207564
2664,acute disseminated encephalomyelitis,0.31206256
2665,sneezing blood,0.3120598
2666,milk enema,0.3120292
2667,community health network,0.31200427
2668,cold urticaria,0.31200165
2669,rash all over,0.31199732
2670,body chills,0.31199613
2671,symptoms of west nile virus,0.31193477
2672,bloody urine,0.3117573
2673,hiv positive,0.31174794
2674,lymes disease,0.31171405
2675,heart diseases,0.31169268
2676,symptoms for measles,0.3116026
2677,vaccine calculator,0.31156164
2678,muscle disease,0.3115483
2679,medicine for cough,0.31146798
2680,doctor,0.31136936
2681,advil,0.31134766
2682,canine parvovirus,0.31134343
2683,anal herpes,0.31127977
2684,aspartame cancer,0.31127614
2685,chest congestion,0.3112386
2686,public health agency,0.3111387
2687,antibiotics chest infection,0.31113788
2688,coronavirus loss of taste,0.31111008
2689,urinary tract infection,0.31108665
2690,first signs of chickenpox,0.3110304
2691,hiv vaccine,0.3110249
2692,toothaches,0.31101984
2693,anxiety,0.31093013
2694,coronavirus treatment,0.3109241
2695,urgent care clinic,0.31091127
2696,krabbe disease,0.31086355
2697,is glandular fever contagious,0.31086338
2698,sodium flouride,0.31086144
2699,nursing diagnosis,0.3108495
2700,cure for aids,0.31076393
2701,covid near me,0.31074715
2702,covonia cough medicine,0.3107246
2703,rash around mouth,0.3106882
2704,myalgic encephalomyelitis,0.3106147
2705,general hospital,0.31059355
2706,herpes simplex 1,0.3105788
2707,abnormalities,0.3105749
2708,cause headaches,0.31057405
2709,interactive health,0.3105211
2710,intestinal worms,0.31051105
2711,health affairs,0.31050894
2712,aids facts,0.31050128
2713,exzema,0.31042722
2714,incubation period for scarlet fever,0.31036106
2715,medication,0.31031606
2716,hiv aids,0.3103131
2717,motion sickness patch,0.31030914
2718,gardasil vaccine,0.3102929
2719,bronchostop,0.3101289
2720,google health,0.31011006
2721,headache diary,0.31010675
2722,doctor who cold war,0.31006336
2723,medical solutions,0.31006175
2724,respiratory mask,0.31001806
2725,diarrhea in children,0.3099891
2726,disorders list,0.30990303
2727,acute stress,0.30987793
2728,the new england journal of medicine,0.309835
2729,monkey pox,0.30980945
2730,cold sore pictures,0.30977193
2731,lung problems,0.30968827
2732,milk allergies,0.30964968
2733,i need a doctor,0.3096135
2734,skin diseases,0.3095879
2735,doctor fucks patient,0.30947742
2736,plural of diagnosis,0.309467
2737,polio,0.30936342
2738,gum disease symptoms,0.3093469
2739,lethargy,0.3093081
2740,strep pharyngitis,0.30920154
2741,mens health,0.30919167
2742,kids hayfever medicine,0.30918223
2743,what does the mucus plug look like,0.30917406
2744,childhood diabetes,0.30917162
2745,strep throat pictures,0.30916002
2746,anal rash,0.30906916
2747,remedies,0.30906174
2748,rash from,0.30899656
2749,diabetes fatigue,0.3089729
2750,ssri drugs,0.30896732
2751,signs of a sinus infection,0.30896676
2752,malignancy,0.3089397
2753,book vaccine,0.30891275
2754,everyday health,0.30891174
2755,glucosamine,0.30890298
2756,acute sinusitis,0.3088065
2757,medical information,0.30877012
2758,chinese medicine,0.30875772
2759,lister hospital,0.3086798
2760,symptoms of pneumonia in adults,0.30867204
2761,ibd symptoms,0.3086422
2762,fluid on the knee,0.3086018
2763,sore throat for 4 weeks,0.30856735
2764,british medical journal,0.3085461
2765,feeling chills,0.30852988
2766,best medicine for cold,0.30847862
2767,health website,0.30847004
2768,wheezy cough,0.30845997
2769,stress cause,0.3084487
2770,mucus plug pregnancy,0.3084392
2771,mycoplasma infection,0.30833817
2772,health literacy,0.30833566
2773,headache for days,0.308302
2774,gluten allergies,0.30820233
2775,leg spasms,0.30818903
2776,anti nausea medication,0.30813423
2777,gum sores,0.3080644
2778,community health systems,0.30796656
2779,herpes type 1,0.3078427
2780,hayfever medication,0.30781153
2781,psychiatric,0.30780905
2782,symptoms of measles,0.30778384
2783,nausea remedies,0.30776697
2784,symptoms of pneumonia in children,0.30772102
2785,fibromyalgia,0.3076638
2786,gi bleed,0.30764094
2787,strep throat antibiotics,0.30762237
2788,teen health,0.30761534
2789,celiac,0.30760348
2790,pollen,0.30755615
2791,hepatitis a vaccine,0.30754167
2792,hayfever relief,0.30753848
2793,symptoms of norovirus,0.30751374
2794,healthcare it,0.30740452
2795,aids in africa,0.30739132
2796,blow my nose,0.30721682
2797,tonsillitis pictures,0.3071991
2798,diarrhea during pregnancy,0.3071685
2799,stress headache,0.30711952
2800,what is meningitis,0.3071164
2801,what is smallpox,0.3071041
2802,florida hospital,0.3070941
2803,add health,0.3070699
2804,living with herpes,0.30706793
2805,cough during pregnancy,0.30704442
2806,cough up,0.30703452
2807,irritable bowl syndrome,0.3069716
2808,childhood depression,0.30696815
2809,cough syrup for kids,0.30688345
2810,dr,0.3068713
2811,blocked runny nose,0.3068355
2812,getting cold,0.30682275
2813,what is crohns disease,0.30681723
2814,baby fever temperature,0.30674255
2815,what are the symptoms of scarlet fever,0.30674148
2816,throat spray,0.3065372
2817,benylin cough syrup,0.30644143
2818,cough syrup with codeine,0.3064167
2819,hepatitis c vaccine,0.30641517
2820,aspergers disease,0.30641106
2821,acute gastritis,0.30637133
2822,laxative,0.3063699
2823,spleen,0.30636588
2824,nursing strike,0.30634725
2825,medicine for cold,0.30628425
2826,health clinic,0.30627456
2827,bowen disease,0.3062275
2828,in medical terms,0.30618805
2829,anxiety and,0.30616176
2830,the doctor,0.30615932
2831,antigen presenting cells,0.3060953
2832,whooping cough treatment,0.30606243
2833,cold cure,0.3060457
2834,brain abscess,0.30604267
2835,bubonic,0.30603194
2836,progeria disease,0.30600557
2837,to soothe,0.3059762
2838,antibiotics for bronchitis,0.30596
2839,shingles and pregnancy,0.30594438
2840,rotavirus symptoms,0.30593398
2841,treatments,0.30592245
2842,dog diseases,0.30590063
2843,batten disease,0.30589667
2844,coronavirus antivirals,0.3058805
2845,cmt disease,0.30586904
2846,honey for hayfever,0.30583018
2847,respite care,0.30580467
2848,gastrointestinal tract,0.30573928
2849,treatment for pneumonia,0.30563867
2850,infant cold,0.30562165
2851,constant runny nose clear liquid,0.30557323
2852,being cold,0.30547896
2853,covid uk cases,0.30543083
2854,health science,0.3053829
2855,ibs symptoms,0.30534965
2856,rash on body,0.30527896
2857,for medical,0.3052522
2858,herpes test,0.30518055
2859,angina,0.30517882
2860,cold intolerance,0.30516964
2861,lactose,0.30516285
2862,urinary tract infections,0.3051617
2863,medical care,0.3051557
2864,bronchitis in children,0.30513793
2865,tummy ache,0.30509484
2866,kids cough,0.305084
2867,gurgle,0.30502626
2868,celiacs disease,0.3049384
2869,modern medicine,0.30482483
2870,bacterial meningitis symptoms,0.30475402
2871,pneumonia vaccine side effects,0.30456656
2872,prevention,0.30454475
2873,black syphilis,0.30452287
2874,oral pathology,0.30449533
2875,baby hayfever medicine,0.30445105
2876,diabetic,0.30441943
2877,swelling,0.3044036
2878,ipv vaccine,0.30440152
2879,headache for 2 weeks,0.30437088
2880,liberty medical,0.30434093
2881,tree diseases,0.30432442
2882,disease definition,0.3043042
2883,gout,0.30423534
2884,respiratory care,0.30423093
2885,constipation,0.3042192
2886,intestinal cancer,0.30414236
2887,stress and,0.3041066
2888,signs of chickenpox,0.3041016
2889,health and care,0.30408442
2890,pollen today,0.30407664
2891,aids awareness,0.3039951
2892,chronic headache,0.30397996
2893,hep b vaccine,0.3038381
2894,bloated,0.30383292
2895,sinus infection antibiotics,0.3038295
2896,male herpes,0.30381465
2897,bad hayfever,0.3037517
2898,get rid of cold fast,0.3036535
2899,herpes type 2,0.30355975
2900,sore ear and throat,0.3035098
2901,rheumatoid arthritis,0.30350602
2902,cold cures,0.30347574
2903,spontaneous bacterial peritonitis,0.30343902
2904,liver,0.30342337
2905,sexual health,0.30341277
2906,west nile disease,0.30340797
2907,my doctor,0.3033928
2908,health connections,0.30339152
2909,hepatitis symptoms,0.30336803
2910,symptoms of malaria,0.30333614
2911,call doctor,0.3033265
2912,american medical,0.30332148
2913,herpes in the eye,0.30331862
2914,all leukemia,0.30331194
2915,health department,0.30329382
2916,ask a patient,0.3032428
2917,allergy symptoms,0.30320978
2918,twitches,0.3032071
2919,what is fluoxetine,0.30317056
