,Query,Cosine Similarity
1783,plos pathogens,0.30538678
1784,nursery nurse,0.3052538
1785,antivirals for covid,0.30525285
1786,shaken baby syndrome symptoms,0.30515915
1787,period headache,0.30514777
1788,progesterone levels during pregnancy,0.3050062
1789,mouth infections,0.3050055
1790,diagnosis,0.30487838
1791,viral tonsillitis,0.30475056
1792,coronavirus in uk,0.30471054
1793,mad cow disease,0.3046494
1794,what is scarlet fever,0.3045333
1795,is strep throat contagious,0.30449516
1796,aids vaccine,0.3044929
1797,hepatitis e,0.30448896
1798,after pneumonia,0.304402
1799,world health organization,0.30439916
1800,thrush in babies,0.30438608
1801,i feel unwell,0.3043669
1802,fever dream,0.30432534
1803,coronavirus signs,0.30428776
1804,coronavirus cough sound,0.30428284
1805,vaginal mucus,0.3042576
1806,rash on breast,0.30419722
1807,hepatitis c symptoms,0.30406374
1808,pneumonia in children,0.30403334
1809,symptoms of miscarriage,0.3040189
1810,is eczema contagious,0.30398196
1811,what is hepatitis c,0.30392218
1812,rash under breast,0.3039209
1813,prenatal vitamin,0.3038506
1814,cause diarrhea,0.30380943
1815,chronic illness,0.30374837
1816,coronavirus who,0.30374417
1817,swollen nipples,0.3035097
1818,hayfever,0.3035005
1819,abscesses,0.30346972
1820,what to eat when sick,0.3032819
1821,conjunctivitis contagious,0.3032143
1822,cold for 3 weeks,0.30321395
1823,plague doctor,0.30305773
1824,bloody mucus in stool,0.30304694
1825,respiratory diseases,0.30297083
1826,diagnose me,0.30294347
1827,incubation period for norovirus,0.30292404
1828,mrsa infections,0.30288666
1829,urgent care,0.30282494
1830,dry cough,0.30270052
1831,shingles virus,0.3026853
1832,coronavirus uk vaccine,0.30261964
1833,getting pregnant while breastfeeding,0.30259198
1834,inflammatory response,0.30253538
1835,fifth disease,0.3025142
1836,infertility in women,0.30241627
1837,coronavirus scotland,0.30238384
1838,antiviral collection points,0.30235186
1839,the measles,0.30234802
1840,what causes nausea,0.302328
1841,medical diseases,0.30232084
1842,vomiting blood,0.30230123
1843,coronavirus cases,0.30220303
1844,rotavirus,0.30219865
1845,green baby poop,0.30217725
1846,nausea relief,0.30214524
1847,the vaccine book,0.3020888
1848,chronic cough,0.30206308
1849,autism news,0.3019877
1850,breastfeeding problems,0.30166003
1851,medical abortion,0.30161247
1852,coronavirus world,0.30158252
1853,infant botulism,0.3013287
1854,chronic inflammation,0.30126962
1855,cure for hayfever,0.30104628
1856,black vomit,0.30090714
1857,nursery nurses,0.30070287
1858,diseases caused by bacteria,0.30067825
1859,helicobacter pylori infection,0.30058867
1860,autoimmune hepatitis,0.3005374
1861,high fever in adults,0.30053246
1862,arthritis,0.30049574
1863,constipation in babies,0.30045652
1864,nhs covid,0.30039626
1865,meningococcal vaccine,0.30039597
1866,sinus infections,0.30038974
1867,glandular fever,0.30030283
1868,inflammation in the body,0.30029863
1869,coronavirus symptoms sore throat,0.30027592
1870,how to get a fever,0.30021948
1871,miscarriage causes,0.3001591
1872,lung infections,0.2998302
1873,the sweating sickness,0.29962653
1874,ringworm rash,0.29959387
1875,covid19 in uk,0.29949802
1876,meningitis rash,0.2994163
1877,symptoms of a miscarriage,0.2993645
1878,antiinflammatory foods,0.2992916
1879,sea sickness,0.29928154
1880,measles rash,0.29927778
1881,who covid19,0.29911023
1882,hiv rash,0.2987998
1883,acute hepatitis,0.29876223
1884,asthmatic bronchitis,0.2987562
1885,jaundice,0.2987505
1886,icu medical,0.29868844
1887,symptoms scarlet fever,0.29865488
1888,clear blue pregnancy test,0.29865026
1889,h1n1 virus,0.29858506
1890,american journal of epidemiology,0.29848796
1891,red rash on face,0.29846397
1892,bloody nose,0.29842043
1893,covid test report,0.29833925
1894,rhinitis,0.2983064
1895,respiratory disease,0.29817504
1896,inflammatory breast cancer,0.29813957
1897,watery runny nose,0.29812747
1898,when are colds contagious,0.2980544
1899,urinary tract infection,0.29802155
1900,coughing up mucus,0.29798087
1901,encephalomyelitis,0.29790217
1902,pollen,0.2978579
1903,antiviral medicine,0.2977928
1904,how do you get hepatitis c,0.29774874
1905,sepsis 6,0.2976378
1906,amniotic fluid embolism,0.29755008
1907,superbug,0.2974729
1908,baby cough,0.29744822
1909,cough runny nose,0.2973986
1910,coronavirus update,0.29733044
1911,a uti,0.29724374
1912,common cold incubation period,0.297239
1913,blocked nose and cough,0.29723492
1914,nhs vaccine booking,0.29722896
1915,childhood rashes,0.29712203
1916,seasonal allergies,0.29710263
1917,aids epidemic,0.29706305
1918,covid cases,0.29705322
1919,high pollen,0.2968301
1920,cancer vaccine,0.2968226
1921,eye infection,0.29681635
1922,breast abscess,0.29681402
1923,malignancy,0.2967983
1924,diagnosing,0.29666302
1925,pollen today,0.29659486
1926,sore throat covid symptom,0.2964716
1927,what is the norovirus,0.2964215
1928,symptoms for,0.29641616
1929,fertility clinic,0.29639816
1930,cold and sore throat,0.29635334
1931,reproductive system,0.2961711
1932,dizziness and nausea,0.29613656
1933,vitamin c abortion,0.29610425
1934,sciatic nerve pain during pregnancy,0.29605114
1935,my symptoms,0.29605076
1936,women health,0.29600254
1937,chesty cough,0.29589733
1938,allergies,0.29572117
1939,lymph,0.29568005
1940,intestinal worms,0.2956799
1941,get an abortion,0.29560456
1942,symptoms of e coli,0.2951662
1943,rare disease,0.2951647
1944,can you get norovirus twice,0.2951373
1945,covid cold symptoms,0.29506183
1946,how to cause a miscarriage,0.29503733
1947,allergic to cats,0.2949648
1948,skin infection,0.2949428
1949,all symptoms,0.2948516
1950,vre infection,0.2946359
1951,jaundice in newborns,0.29463378
1952,how much weight should i gain during pregnancy,0.29461098
1953,my cat is sneezing,0.2945703
1954,health forum,0.29449263
1955,vaccinations uk,0.29448968
1956,childhood asthma,0.29446632
1957,atypical pneumonia,0.2944551
1958,bleeding after birth,0.29444093
1959,blue waffle infection,0.29441756
1960,autoimmune disease,0.29437172
1961,rift valley fever,0.29423082
1962,how to get rid of a fever,0.2941225
1963,childbirth trust,0.29410672
1964,mild pneumonia,0.29409522
1965,natural childbirth,0.2940778
1966,toddler runny nose,0.29407275
1967,allergy,0.29407072
1968,chicken pox in mouth,0.29406077
1969,nausea medication,0.29404753
1970,ischemic colitis,0.29402447
1971,female reproductive system,0.29401657
1972,chicken pox pictures,0.29397452
1973,worldometer coronavirus,0.29392052
1974,childhood immunization schedule,0.29388338
1975,colic remedies,0.29384848
1976,causes of miscarriage,0.29381692
1977,sick sinus syndrome,0.2938012
1978,wood burner flue,0.29374063
1979,the bubonic plague,0.29373962
1980,what is inflammation,0.29372075
1981,epstein barr virus,0.29370907
1982,is sore throat a symptom of covid,0.29367566
1983,human reproductive system,0.2936204
1984,bacterial infection symptoms,0.29357797
1985,yeast infections,0.29357752
1986,tattoo infection,0.29352477
1987,risk of miscarriage by week,0.2935139
1988,colitis treatment,0.2934424
1989,treatment for hay fever,0.2934072
1990,health news,0.29328418
1991,infected finger,0.29323968
1992,zoonotic diseases,0.29323256
1993,measles nhs,0.29321402
1994,call doctor,0.2932036
1995,symptoms of smallpox,0.29316276
1996,autoimmune diseases,0.29313046
1997,most deadly diseases,0.2930855
1998,is 38 fever,0.29296148
1999,covid19 test,0.29289743
2000,covid fatigue,0.2928423
2001,hiv infection,0.29283345
2002,bug symptoms,0.2927878
2003,tumor,0.29254425
2004,pollen allergy,0.2924239
2005,how long is croup contagious,0.2924109
2006,strep pneumonia,0.29240704
2007,inducing labor naturally,0.29238662
2008,hepatitis d,0.2923342
2009,diagnoses,0.29214144
2010,antiviral medication,0.29211733
2011,get rid of hayfever,0.2920664
2012,autoimmune disease list,0.2920074
2013,keep coughing,0.29199815
2014,irritable uterus,0.29192805
2015,holiday depression,0.29190478
2016,coughing up brown mucus,0.29190022
2017,japanese encephalitis,0.29189578
2018,urinary tract infections,0.29188478
2019,having cold,0.2917099
2020,fever ray,0.29170856
2021,sudden infant death syndrome,0.29165792
2022,hepatitis b virus,0.2915917
2023,scarlet fever tongue,0.29145402
2024,chest infections,0.29144692
2025,belly ache,0.2912646
2026,dog diarrhea,0.2912413
2027,allergic rhinitis,0.2912376
2028,hantavirus symptoms,0.29118955
2029,uti infection,0.29116434
2030,a cold sore,0.2911597
2031,ovarian,0.2911466
2032,ectopic pregnancy signs,0.2910856
2033,bumpy rash,0.29103255
2034,flue pipe,0.2909304
2035,diagnose,0.2909177
2036,hayfever medication,0.29090986
2037,sneezing cat,0.2908314
2038,book a vaccine,0.29080802
2039,to diagnose,0.29076016
2040,bbc pollen,0.2907411
2041,antiviral tablets,0.29070508
2042,fever song,0.2905071
2043,post nasal drip cough,0.2904764
2044,allergic rash,0.2904513
2045,cold sores contagious,0.2904485
2046,vaccine deaths,0.2904417
2047,cancer,0.29041842
2048,nausea headache fatigue,0.29041678
2049,signs of scarlet fever,0.29040614
2050,infant reflux,0.2903351
2051,aids pictures,0.29024878
2052,covid deaths today,0.29024005
2053,sneezing,0.29020047
2054,wheezing cough,0.29019958
2055,midwife,0.29015833
2056,breast milk,0.29007804
2057,yellow mucus,0.29004365
2058,cold or allergies,0.29001248
2059,gum disease,0.29000366
2060,diabetes news,0.29000255
2061,measles uk,0.28999877
2062,post nasal drip,0.28998137
2063,hayfever tablet,0.28996268
2064,sneeze,0.28993818
2065,rashes,0.28993097
2066,abortion clinic,0.28988895
2067,natural antivirals,0.28986037
2068,autoimmune diseases list,0.2897875
2069,early signs of chickenpox,0.28976008
2070,malaria in africa,0.28970107
2071,yellow fever symptoms,0.28965744
2072,colic calm,0.2896305
2073,6 week ultrasound,0.28959763
2074,how do you catch norovirus,0.28948578
2075,progesterone levels in early pregnancy,0.28947183
2076,diagnosed with,0.28940445
2077,eyelid infection,0.28929
2078,weather pollen,0.28928253
2079,cat diabetes,0.28919107
2080,thyroid storm,0.28907126
2081,nausea medicine,0.2890591
2082,puppy vaccinations,0.2890394
2083,smoking and breastfeeding,0.28897423
2084,symptoms diagnosis,0.2889571
2085,symptoms of salmonella,0.28895125
2086,symptoms norovirus,0.28883722
2087,antibodies,0.28883088
2088,diabetes,0.28882596
2089,norovirus prevention,0.2887439
2090,antiviral medications,0.28870398
2091,is pneumonia,0.2886402
2092,what is whooping cough,0.2886008
2093,cough variant asthma,0.28859144
2094,rat bite fever,0.28846303
2095,nipple stimulation to induce labor,0.28836697
2096,signs of postpartum depression,0.2883122
2097,pseudomonas infection,0.28819534
2098,covid19 deaths,0.28814536
2099,shingles contagious,0.28814268
2100,diagnostic,0.28811923
2101,infant nutrition,0.28810954
2102,diagnose my symptoms,0.28810132
2103,what is colitis,0.28804123
2104,swollen clit,0.2878843
2105,coronavirus cough symptoms,0.28785816
2106,ectopic pregnancy symptoms,0.2878364
2107,nasal wash,0.28768492
2108,marfan disease,0.28755212
2109,canine parvovirus,0.28739908
2110,types of diseases,0.28736746
2111,sick,0.28725606
2112,aseptic meningitis,0.2871986
2113,plague inc fungus,0.28708544
2114,medical news today,0.28706366
2115,nasal congestion,0.28706148
2116,viral meningitis symptoms,0.28696966
2117,emergency contraception,0.28690052
2118,measles vaccine,0.2868508
2119,postpartum bleeding,0.28684327
2120,is conjunctivitis contagious,0.28680393
2121,what is diarrhea,0.28680074
2122,sepsis infection,0.2867862
2123,persistent cough,0.28667858
2124,world health,0.2866782
2125,chicken pox symptoms,0.28655392
2126,fluoride treatment,0.2865379
2127,symptoms of colitis,0.28651395
2128,medical symptoms,0.28649548
2129,how to treat a fever,0.2864242
2130,centers for disease control,0.28625944
2131,pollen season uk,0.28624755
2132,tumors,0.28619063
2133,scabies rash,0.28618288
2134,chlamydia in women,0.28607625
2135,best prenatal vitamins,0.2860362
2136,chicken pox scabs,0.28594643
2137,ailments,0.28594044
2138,candida infection,0.28593028
2139,inflammatory arthritis,0.2857974
2140,queen unwell,0.28574696
2141,runny nose,0.2857281
2142,webmd symptoms,0.2857092
2143,campylobacter,0.28565568
2144,nhs hayfever,0.28564513
2145,pfizer vaccine,0.2856002
2146,shingles contagious period,0.2855633
2147,skin infections,0.285561
2148,inflamed pancreas,0.28555554
2149,c diff symptoms,0.2855366
2150,toddler sore throat,0.28546655
2151,nose sores,0.2853225
2152,period cramps,0.2852959
2153,antiviral drugs,0.2852559
2154,croup in infants,0.28523904
2155,h pylori infection,0.28517777
2156,progeria disease,0.28505206
2157,center disease control,0.28498793
2158,cough medicine,0.2849213
2159,list of autoimmune diseases,0.2848513
2160,add symptoms in children,0.28479815
2161,car sickness,0.28478926
2162,pneumonia shot,0.28477004
2163,headache and sore throat,0.28452736
2164,allergic to,0.2845198
2165,coronavirus quarantine,0.28450602
2166,cat allergy,0.2843531
2167,semen allergy,0.2843505
2168,sneezing cold,0.28427505
2169,chesty coughs,0.28416142
2170,scarlet fever treatment,0.28410354
2171,hep a vaccine,0.284085
2172,msg allergy,0.2840565
2173,rash,0.2840371
2174,lyme disease,0.28398812
2175,medical conditions,0.2839755
2176,what is covid cough like,0.2839083
2177,baby ibuprofen,0.28385022
2178,how to get rid of a virus,0.28371406
2179,signs of aids,0.28370863
2180,brain infection,0.2836399
2181,how to break a fever,0.28362375
2182,is norovirus airborne,0.2834769
2183,pica disorder,0.28338605
2184,healthcare news,0.28338334
2185,stomach gas,0.2832318
2186,dog sick,0.28319567
2187,at home abortion,0.28316885
2188,eye infections,0.2830822
2189,noro virus,0.28292692
2190,covid vaccine side effects,0.28290766
2191,public health,0.28284386
2192,rash on child,0.28283188
2193,mad cow disease in humans,0.2827828
2194,swollen breasts,0.28277177
2195,chills coronavirus,0.28275746
2196,rsv vaccine,0.28275365
2197,spontaneous bacterial peritonitis,0.2827526
2198,what is a high fever,0.28274113
2199,anti inflammatory herbs,0.28272253
2200,infective endocarditis,0.28272253
2201,is a sore throat a covid symptom,0.2826887
2202,hepatitis a,0.28268215
2203,abortion procedure,0.2826331
2204,kids hayfever medicine,0.28255045
2205,children of thalidomide,0.28247392
2206,nipple soreness,0.28230745
2207,sign of chickenpox,0.28228158
2208,wrong diagnosis,0.28222704
2209,pneumonic plague,0.28219524
2210,infected cut,0.28216016
2211,germ cells,0.28199843
2212,world health org,0.28198016
2213,center for disease control,0.28196192
2214,chills without fever,0.28184414
2215,ask doctor,0.28183103
2216,11 week ultrasound,0.2818031
2217,how coronavirus spread,0.28175783
2218,period pains,0.28166276
2219,cold cough,0.28165352
2220,premenstrual symptoms,0.2816363
2221,eczema in babies,0.28153148
2222,webmd symptom,0.2814912
2223,congenital syphilis,0.28139675
2224,coughing up green mucus,0.2812903
2225,nose mucus,0.28127792
2226,chicken pox look like,0.28125906
2227,fear of germs,0.28125635
2228,rubella vaccine,0.28121322
2229,rash on stomach,0.2811745
2230,gesundheit hospital,0.28117383
2231,first signs of chickenpox,0.28112394
2232,human immunodeficiency virus,0.28111356
2233,log burner flue,0.28107733
2234,diagnose your symptoms,0.28088552
2235,childhood schizophrenia,0.2808643
2236,ovulation cramps,0.28083795
2237,how is norovirus spread,0.28078434
2238,i have tonsillitis,0.2807572
2239,how is coronavirus transmitted,0.2806609
2240,7 week ultrasound,0.2806348
2241,bad throat,0.28061205
2242,uk covid19,0.28058618
2243,allergy rash,0.28056082
2244,for cough,0.28041634
2245,is laryngitis contagious,0.28031915
2246,mayo clinic symptoms,0.2802711
2247,hep c symptoms,0.28026664
2248,ipv vaccine,0.28019443
2249,cats sneezing,0.28006977
2250,mental illness,0.28005213
2251,chills no fever,0.28003198
2252,sex aids,0.2800078
2253,how long is norovirus contagious,0.27995098
2254,cure cough,0.27980632
2255,a sore throat,0.27973735
2256,ailment,0.27972215
2257,coughing up blood,0.2796047
2258,runny nose sore throat,0.27959007
2259,coronavirus uk update,0.27956757
2260,cancer blogs,0.27953592
2261,what is coronavirus,0.27951214
2262,bed bug rash,0.27951008
2263,for diarrhea,0.27950478
2264,ringworm,0.27949572
2265,sneezing runny nose,0.2794881
2266,anti inflammatory foods,0.279472
2267,symptoms of hayfever,0.279455
2268,health blogs,0.27919507
2269,constipation in newborns,0.27913976
2270,hep b vaccine,0.27913266
2271,i keep coughing,0.2791185
2272,throat,0.2790994
2273,yellow vaginal discharge,0.27892727
2274,blood in vomit,0.278863
2275,diarrhea causes,0.27880436
2276,hormonal headache,0.27877748
2277,staff infection,0.27873898
2278,itchy nipple,0.27869526
2279,american journal of public health,0.27861312
2280,bacterial chest infection,0.2785706
2281,body rash,0.27855623
2282,itchy nipples,0.27851284
2283,symptoms,0.2784902
2284,headache runny nose,0.2783879
2285,cure,0.27825508
2286,symptoms of aids in women,0.27806804
2287,postpartum hemorrhage,0.2780262
2288,antiretroviral,0.27801794
2289,chickenpox,0.27800688
2290,coronavirus test,0.27796263
2291,cold or covid,0.27796006
2292,what can cause a miscarriage,0.2779498
2293,pictures of chicken pox,0.27793375
2294,infected tooth,0.27787572
2295,health blog,0.27783364
2296,brown mucus,0.2778017
2297,coronavirus uk cases,0.27768934
2298,paediatrics,0.27764148
2299,mucus stool,0.27760082
2300,symptoms pneumonia,0.27754995
2301,what is norovirus,0.27743495
2302,astrazeneca vaccine,0.27743325
2303,feeling nauseous all the time,0.27723786
2304,radiation sickness,0.27722943
2305,e coli treatment,0.27715564
2306,feed a fever starve a cold,0.2771261
2307,fertility test,0.2770556
2308,sore throat and blocked nose,0.27704746
2309,baby milk powder,0.27703544
2310,innate immunity,0.27699888
2311,baby eat,0.27688473
2312,plague doctor costume,0.27688444
2313,panda sneezing,0.27686712
2314,hypochondria,0.27686107
2315,dog with diarrhea,0.2768413
2316,diarrhea medicine,0.27680695
2317,what is malaria,0.27661872
2318,cat bite infection,0.27659357
2319,diagnosis from symptoms,0.2765833
2320,cough,0.276427
2321,asthma triggers,0.2763796
2322,random nose bleeds,0.27634293
2323,bulimia,0.27630836
2324,start of chickenpox,0.2761024
2325,rabbit sneezing,0.2760999
2326,sex to induce labor,0.27608374
2327,infliximab,0.2760796
2328,nose cancer,0.2759966
2329,prognosis,0.27598196
2330,reproductive,0.27597642
2331,cough drops,0.2759369
2332,child health,0.27575898
2333,hiv aids,0.2757216
2334,antigen presenting cells,0.2756831
2335,fertility cycle,0.27563447
2336,hand foot and mouth virus,0.27558678
2337,mystery diagnosis,0.2755349
2338,epidemiology,0.27543026
2339,swollen abdomen,0.27537623
2340,e coli bacteria,0.27534935
2341,feeling nauseous,0.27526522
2342,measles jab,0.27525005
2343,is glandular fever contagious,0.2752498
2344,symptoms checker,0.27523986
2345,how to stop nausea,0.27523878
2346,nausea remedies,0.27509248
2347,burping a baby,0.27504742
2348,stomach bug symptoms,0.27504677
2349,acute disseminated encephalomyelitis,0.27498874
2350,coronavirus symptoms,0.27494442
2351,coughing after eating,0.2749161
2352,facial rash,0.27455568
2353,is thrush contagious,0.274516
2354,fop disease,0.27436298
2355,what is salmonella,0.27431577
2356,chicken pox spots,0.274308
2357,strep rash,0.2742619
2358,midwife appointment,0.27422613
2359,why do i have diarrhea,0.27418423
2360,bad sore throat,0.2741722
2361,whooping cough symptoms,0.27406925
2362,typhoid fever symptoms,0.27401906
2363,stomach pain and diarrhea,0.27389026
2364,hepatitis c cure,0.2738459
2365,chagas disease,0.27381608
2366,abscess,0.2736141
2367,hpv,0.273579
2368,check symptoms,0.2735708
2369,the mayo clinic,0.27355394
2370,gastroenterology,0.27354452
2371,adult chicken pox,0.27338946
2372,hospital patient,0.27332446
2373,measles rash pictures,0.2732851
2374,lymph node infection,0.2732691
2375,health forums,0.27321473
2376,igg antibodies,0.27314502
2377,walking pneumonia,0.27312195
2378,lyme desease,0.2729621
2379,journal of immunology,0.27288437
2380,hayfever treatment,0.27282298
2381,green vomit,0.2727598
2382,abortion pill,0.27272445
2383,really bad cough,0.27263564
2384,hantavirus pulmonary syndrome,0.2726304
2385,bubonic plague symptoms,0.2726248
2386,herpes,0.27256447
2387,autoimmune disorder,0.27255264
2388,cough headache,0.27249682
2389,tree pollen season,0.2723949
2390,light headed and nauseous,0.27231288
2391,8 week ultrasound,0.27224785
2392,root canal infection,0.272222
2393,covid loss of smell,0.27212706
2394,stomach growling,0.27202106
2395,syphilis rash,0.27201363
2396,dry chesty cough,0.2719761
2397,hiv rash pictures,0.27188015
2398,tuberculosis,0.27186328
2399,non stop coughing,0.2717688
2400,fibrosis,0.27175027
2401,constant cough,0.27174383
2402,origin of aids,0.27172887
2403,h1n1 vaccine,0.2716993
2404,finger infection,0.27164865
2405,cold or hayfever,0.2716449
2406,sore throat for 4 weeks,0.27163327
2407,antibody,0.27157795
2408,bad cough,0.27157632
2409,anthrax vaccine,0.2715314
2410,codeine cough,0.2715115
2411,prenatal vitamins,0.27136847
2412,bone infection,0.27136767
2413,nasal spray,0.2713452
2414,bronchitis in children,0.2713043
2415,black syphilis,0.27130008
2416,morning headaches,0.27125332
2417,catching a cold,0.27123877
2418,adaptive immunity,0.27123684
2419,leukemia,0.2712297
2420,feline asthma,0.27119488
2421,hepatitis symptoms,0.2711553
2422,fungal pneumonia,0.27106854
2423,gassy baby,0.27098086
2424,baby constipation remedies,0.27097663
2425,brown discharge,0.27090102
2426,covid19 latest,0.27089265
2427,colicky,0.2707798
2428,hepatitis a vaccine,0.2707436
2429,covonia cough,0.27074236
2430,inflammatory foods,0.27072743
2431,cat poop,0.2707169
2432,an abscess,0.27068648
2433,bad chest infection,0.27066755
2434,12 week ultrasound,0.27065766
2435,tonsillitis,0.2706545
2436,womens health mag,0.27063173
2437,symptoms of hepatitis c,0.27062887
2438,i have cold,0.27062884
2439,respiratory problems,0.27060977
2440,blood in diarrhea,0.27032116
2441,hcg injections,0.27028066
2442,hayfever nasal spray,0.270234
2443,sore nipples,0.2702328
2444,body aches,0.27019554
2445,hepatitis b vaccine,0.27017143
2446,dry tickly cough,0.27014202
2447,germ theory of disease,0.27012134
2448,whooping cough sound,0.27010417
2449,the coli,0.27009064
2450,covid blocked nose,0.27007776
2451,anti inflammatory drugs,0.2700668
2452,autoimmune disorders,0.26999167
2453,bowel,0.26996124
2454,upper respiratory infection symptoms,0.26995778
2455,disease game,0.26989204
2456,cervical mucus before period,0.26985207
2457,tooth infection,0.26975626
2458,symptom of scarlet fever,0.26975602
2459,hpv vaccine,0.26971897
2460,quarantine,0.26969746
2461,uterus,0.26966494
2462,what is a vaccine,0.26952735
2463,nursing diagnosis,0.2695248
2464,newborn acne,0.26951477
2465,measles pictures,0.2694917
2466,metastatic disease,0.26942086
2467,mucus cough syrup,0.26941678
2468,herpes simplex virus,0.2694081
2469,lymphoedema,0.2693612
2470,bursitis,0.26935732
2471,fertility drugs,0.26933736
2472,common variable immunodeficiency,0.2693078
2473,bad chesty cough,0.26925346
2474,coughing all night,0.26923758
2475,irritable bowel disease,0.2692353
2476,polycystic ovary disease,0.26915693
2477,emergency contraceptive,0.26912352
2478,anti nausea medication,0.26906443
2479,mucous,0.2690028
2480,kissing disease,0.26897633
2481,painful cough,0.26894808
2482,thunderclap headache,0.2688492
2483,strep throat rash,0.2688201
2484,what causes a miscarriage,0.26857394
2485,abortion methods,0.26852688
2486,coronavirus live,0.26849148
2487,autoimmune pancreatitis,0.26846105
2488,what is crohns disease,0.26845428
2489,sore throat for 3 weeks,0.26844123
2490,emergency room,0.2684395
2491,rheumatic fever symptoms,0.2684011
2492,child cough,0.2683132
2493,10 week ultrasound,0.26825273
2494,cancer july,0.26824027
2495,malaria medication,0.2682323
2496,anal rash,0.2682218
2497,stomach tumor,0.26816323
2498,bowel cancer,0.26809067
2499,rash on arm,0.26806855
2500,measles vaccination,0.26803127
2501,gonorrhea,0.26801348
2502,nauseous,0.26800394
2503,norwalk virus,0.26800373
2504,medical problems,0.2679607
2505,coronavirus cure,0.26793683
2506,nappy rash,0.26789773
2507,scarlet fever adults,0.267846
2508,to cure,0.26780647
2509,bed bug eggs,0.267805
2510,ssri,0.26770806
2511,aids information,0.26765394
2512,is bronchitis,0.26765355
2513,kidney infection,0.2676404
2514,sore throats,0.2675936
2515,inflammatory breast cancer symptoms,0.2675156
2516,body aching,0.26751342
2517,see a doctor,0.26746675
2518,colitis diet,0.267453
2519,heart infection,0.2674305
2520,benylin chesty cough,0.26742965
2521,can cats get hayfever,0.2673999
2522,dry heaving,0.26726753
2523,malaria symptoms,0.267132
2524,cough going around,0.26706806
2525,how do you get meningitis,0.26706022
2526,aids quilt,0.26696372
2527,stop coughing,0.26695806
2528,symptoms of pelvic inflammatory disease,0.26681632
2529,vaginal sores,0.26681578
2530,ulcerative colitis,0.26673687
2531,concussion,0.26672557
2532,what is mad cow disease,0.26665312
2533,secondary infertility,0.26652482
2534,syphilis,0.26651835
2535,animal diseases,0.2665012
2536,the abortion pill,0.26633942
2537,injection for hayfever,0.26628768
2538,rash on body,0.26621407
2539,ill health,0.26615712
2540,hayfever spray,0.26613432
2541,renal colic,0.26610374
2542,vaginal strep,0.26591617
2543,helicobacter pylori,0.26581648
2544,kids hayfever,0.26581085
2545,tobacco mosaic virus,0.2657658
2546,hiv vaccine,0.2656865
2547,intestinal problems,0.26566535
2548,casein allergy,0.26564968
2549,where is ebola,0.2656422
2550,bleeding pussy,0.26562738
2551,chlamydia pictures,0.26556072
2552,asthmatic,0.26550484
2553,migrane,0.265465
2554,bowel problems,0.26534936
2555,urticaria,0.26533115
2556,abortion uk,0.26528636
2557,stop diarrhea,0.26524037
2558,sick building syndrome,0.26520866
2559,paediatric first aid,0.2651826
2560,fifths disease,0.26509047
2561,condom catheter,0.26496732
2562,baby cold,0.2649094
2563,child symptom checker,0.26485565
2564,aids in africa,0.26478207
2565,vaccine calculator,0.26470667
2566,hand foot mouth virus,0.2646229
2567,salmonella poisoning symptoms,0.26461256
2568,in clinic,0.26452202
2569,sneezing a lot,0.26450923
2570,green monkey disease,0.26444438
2571,polycystic ovarian disease,0.26442182
2572,signs of chickenpox,0.26440692
2573,allergy shots,0.2643919
2574,malaria prevention,0.26437372
2575,nose cold,0.2643363
2576,period fatigue,0.2643107
2577,webmd symptom checker,0.26428765
2578,bladder infection,0.26426882
2579,stomach aches,0.2642632
2580,amoxicillin rash,0.2642185
2581,5 week ultrasound,0.2640918
2582,medical diagnosis,0.26407135
2583,oral yeast infection,0.2640711
2584,add symptoms,0.26405862
2585,abnormalities,0.264054
2586,covid ibuprofen,0.2639935
2587,tummy ache,0.26398227
2588,lactose intolerant,0.2639529
2589,diabetes and,0.26394707
2590,migrain,0.26393682
2591,stephen hawking disease,0.26385996
2592,baby aspirin,0.26383072
2593,the coming depression,0.2637986
2594,hib vaccine,0.2637265
2595,sickle cell crisis,0.26372302
2596,nipple pain,0.26363415
2597,covid deaths,0.26361328
2598,fasciitis,0.26356766
2599,thrush infection,0.2635457
2600,scratchy throat,0.2635286
2601,prescribe,0.26350638
2602,rash on hand,0.26350546
2603,hep b vaccine schedule,0.26345882
2604,bbc covid19,0.26344123
2605,13 week ultrasound,0.2634136
2606,what causes miscarriages,0.26332247
2607,watery vaginal discharge,0.26331365
2608,penicillin,0.26328427
2609,miscarriage bleeding,0.26324517
2610,smoking while breastfeeding,0.26324
2611,the symptoms,0.26320368
2612,gallbladder infection,0.2631775
2613,psychiatry,0.26303613
2614,hayfever tablets,0.263007
2615,male urinary tract infection,0.26297742
2616,aspiration pneumonia,0.26295248
2617,typhoid mary,0.26293978
2618,cmt disease,0.26287788
2619,family health,0.26279542
2620,bronchial,0.262783
2621,swollen lymph,0.26278046
2622,potts disease,0.2627778
2623,how to tell if you have a fever,0.26272047
2624,bronchiolitis,0.26268262
2625,constipation in infants,0.26265287
2626,chicken pox blisters,0.26260155
2627,nhs chest infection,0.26255894
2628,abortion procedures,0.26249743
2629,hayfever relief,0.26246813
2630,mucus,0.2624517
2631,poisoning,0.2624322
2632,heavy cold,0.26242074
2633,symptoms of coronavirus,0.2623734
2634,mucus with blood,0.26233
2635,headache and chills,0.26228553
2636,fertility diet,0.26227045
2637,gingivitis,0.2622704
